id,title,description,director,country,year,language,image,imdbid
112,BITTER RICE,"During planting season in Northern Italy’s Po Valley, an earthy rice-field worker (Silvana Mangano) falls in with a small-time criminal (Vittorio Gassman) who is planning a daring heist of the crop, as well as his femme-fatale-ish girlfriend, played by the Hollywood star Doris Dowling. Both a socially conscious look at the hardships endured by underpaid field workers and a melodrama tinged with sex and violence, this early smash for producer extraordinaire Dino De Laurentiis and director Giuseppe De Santis is neorealism with a heaping dose of pulp.",Giuseppe De Santis,Italy,1949,Italian,https://s3.amazonaws.com/criterion-production/films/44724b2a46d8cbc9f6b98b1ac74c8850/F1uKG1iHKWWhULZJUiVUZ1iuE0kjHv_large.jpg,0040737
113,THE BITTER TEARS OF PETRA VON KANT,"In the early 1970s, Rainer Werner Fassbinder discovered the American melodramas of Douglas Sirk and was inspired by them to begin working in a new, more intensely emotional register. One of the first and best-loved films of this period in his career isThe Bitter Tears of Petra von Kant,which balances a realistic depiction of tormented romance with staging that remains true to the director’s roots in experimental theater. This unforgettable, unforgiving dissection of the imbalanced relationship between a haughty fashion designer (Margit Carstensen) and a beautiful but icy ingenue (Hanna Schygulla)—based, in a sly gender reversal, on the writer-director’s own desperate obsession with a young actor—is a true Fassbinder affair, featuring exquisitely claustrophobic cinematography by Michael Ballhaus and full-throttle performances by an all-female cast.",Rainer Werner Fassbinder,West Germany,1972,German,https://s3.amazonaws.com/criterion-production/films/4e79a1eff1b5b8650d9aa0a87f12b219/LAa9Dc6FFaSoBp08XqpUl1VNMbGHJy_large.jpg,0068278
125,BLIND CHANCE,"Before he stunned the cinematic world with the epic seriesThe Decalogueand theThree Colorstrilogy, the great Polish filmmaker Krzysztof Kieślowski made his first work of metaphysical genius,Blind Chance,a compelling drama about the difficulty of reconciling political ideals with personal happiness. This unforgettable film follows Witek (the magnetic Bogusław Linda), a medical student with an uncertain future in Communist Poland; Kieślowski dramatizes Witek’s journey as a series of different possibilities, suggesting that chance rules our lives as much as choice does. First suppressed and then censored by the Polish government,Blind Chanceis here presented in its complete original form.",Krzysztof Kieślowski,Poland,1981,Polish,https://s3.amazonaws.com/criterion-production/films/5e6aa9641e638740a44bb264f1355f96/1oPdGoEjOgaCuzl3tIggXjMtiezIY8_large.jpg,0084549
152,BREAKING THE WAVES,"Lars von Trier became an international sensation with this galvanizing realist fable about sex and spiritual transcendence. In an Oscar-nominated performance, Emily Watson stuns as Bess, a simple, pious newlywed in a tiny Scottish village who gives herself up to a shocking form of martyrdom after her husband (Stellan Skarsgård) is paralyzed in an oil rig accident.Breaking the Waves,both brazen and tender, profane and pure, is an examination of the expansiveness of faith and of its limits.",Lars von Trier,Denmark,1996,English,https://s3.amazonaws.com/criterion-production/films/a242b187954f20bec51b46bb3b6394e0/naJ4pElFOMtxFju1bwGfTJfFeY496g_large.jpg,0115751
114,BLACK GIRL,"Ousmane Sembène was one of the greatest and most groundbreaking filmmakers who ever lived, as well as the most renowned African director of the twentieth century—and yet his name still deserves to be better known in the rest of the world. He made his feature debut in 1966 with the brilliant and stirringBlack Girl.Sembène, who was also an acclaimed novelist in his native Senegal, transforms a deceptively simple plot—about a young Senegalese woman who moves to France to work for a wealthy white family and finds that life in their small apartment becomes a prison, both figuratively and literally—into a complexly layered critique of the lingering colonialist mind-set of a supposedly postcolonial world. Featuring a moving central performance by M’Bissine Thérèse Diop,Black Girlis a harrowing human drama as well as a radical political statement—and one of the essential films of the 1960s.Black Girlwas restored by the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with the Sembène Estate; INA, Institut National de l’Audiovisuel; Éclair; and the Centre National de Cinématographie. Restoration funded by The Film Foundation’s World Cinema Project.Borom sarretwas restored in 2013 by the Cineteca di Bologna/L’Immagine Ritrovata laboratory and Éclair, in association with The Film Foundation’s World Cinema Project; INA, Institut National de l’Audiovisuel; and the Sembène Estate.  Restoration funded by Doha Film Institute.",Ousmane Sembène,"Senegal,                                              France",1966,"French,                                          Wolof",https://s3.amazonaws.com/criterion-production/films/f80481e779fb4ee322ea076493f77809/aL8C9iixqiOxtqyTVPNMPTPQwrBtKl_large.jpg,0060758
115,BLACK MOON,"Louis Malle meets Lewis Carroll in this bizarre and bewitching trip down the rabbit hole. After skirting the horrors of a mysterious war being waged in the countryside, beautiful young Lily (Cathryn Harrison) takes refuge in a remote farmhouse, where she becomes embroiled in the surreal domestic life of an extremely unconventional family. Evocatively shot by cinematographer Sven Nykvist,Black Moonis a Freudian tale of adolescent sexuality set in a postapocalyptic world of shifting identities and talking animals. It is one of Malle’s most experimental films and a cinematic daydream like no other.",Louis Malle,France,1975,English,https://s3.amazonaws.com/criterion-production/films/50696e5fa4977c31d4578e1e2e200549/GlVdQdtGEkrzBJDEA0v2RgjogxHCRp_large.jpg,0072709
116,BLACK NARCISSUS,"This explosive work about the conflict between the spirit and the flesh is the epitome of the sensuous style of Michael Powell and Emeric Pressburger. A group of nuns—played by some of Britain’s finest actresses, including Deborah Kerr, Kathleen Byron, and Flora Robson—struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad. A darkly grand film that won Oscars for Alfred Junge''s art direction and Jack Cardiff''s cinematography ,Black Narcissusis one of the greatest achievements by two of cinema’s true visionaries.",Michael Powell and Emeric Pressburger,United Kingdom,1947,English,https://s3.amazonaws.com/criterion-production/films/c2a614703cc6b07a7b3446e218bf4f06/1GGBmkMqFTNQpPngTALkhW66O6cKMi_large.jpg,0039192
117,BLACK ORPHEUS,"Winner of both the Academy Award for best foreign-language film and the Cannes Film Festival’s Palme d’Or, Marcel Camus’Black Orpheus(Orfeu negro) brings the ancient Greek myth of Orpheus and Eurydice to the twentieth-century madness of Carnival in Rio de Janeiro. With its eye-popping photography and ravishing, epochal soundtrack,Black Orpheuswas an international cultural event, and it kicked off the bossa nova craze that set hi-fis across America spinning.",Marcel Camus,France,1959,Portuguese,https://s3.amazonaws.com/criterion-production/films/b99b48f71d6d9b495aa0d91363990d9c/pWLh4Xp87YCB9HRDdh7BrZDhZtyrWC_large.jpg,0053146
120,THE BLACK STALLION,"A wild horse saves a young boy’s life after a terrifying shipwreck and the two become unlikely friends in Carroll Ballard’s cinematic tour de force, adapted from Walter Farley’s classic children’s novel. From the crystalline shores of a deserted island to the green grass and dusty roads of 1940s suburban America, Ballard and director of photography Caleb Deschanel create a film of consistent visual invention and purity, one that also features a winning supporting performance by Mickey Rooney as a retired jockey and a gorgeous score by Carmine Coppola.",Carroll Ballard,United States,1979,English,https://s3.amazonaws.com/criterion-production/films/f7bec3e6786018d661936d975b64e1b1/H74UdarqxqNyFJZFdDG3KOTE05Vcve_large.jpg,0078872
121,BLACK SUN,"You’ve probably never seen anything quite like this manic, oddball, anti–buddy picture about a young, jazz-obsessed Japanese drifter and a black American GI on the lam in Tokyo. The two outsiders become outlaws, and Koreyoshi Kurahara depicts their growing bond as an alternately absurd and tragic culture clash.Black Sun(Kuroi taiyo) features original music by American jazz drummer Max Roach.",Koreyoshi Kurahara,Japan,1964,Japanese,https://s3.amazonaws.com/criterion-production/films/4a0d80b585f6d35a39496bc243006066/R7808cihlHl9JglOYy3I5fdRQwuYgK_large.jpg,6108262
122,BLAISE PASCAL,"In this evocative, atmospheric biography, Roberto Rossellini brings to life philosopher and mathematician Blaise Pascal, who, amid religious persecution and ignorance, believed in a harmony between God and science.",Roberto Rossellini,Italy,1972,French,https://s3.amazonaws.com/criterion-production/films/c641b063a5783135068ff3c041b8a727/vcBvigZaX3QIxmpZgfvPh3L3PqqOP7_large.jpg,0066839
123,LES BLANK: ALWAYS FOR PLEASURE,"An uncompromisingly independent filmmaker, Les Blank made documentaries for nearly fifty years, elegantly disappearing with his camera into cultural spots rarely seen on-screen—mostly on the peripheries of the United States, but also occasionally abroad. Seemingly off-the-cuff yet poetically constructed, these films are humane, sometimes wry, always engaging tributes to music, food, and all sorts of regionally specific delights. This collector’s set provides a diverse survey of Les Blank’s vast output, including fourteen of his best-known works and eight related short films.For more information on the individual films, clickhere.",Les Blank,United States,1968,English,https://s3.amazonaws.com/criterion-production/films/2f688652803c16264043f90f17e765ca/PheFiY9qVZJASFnN5IAxieKfzbo300_large.jpg,0077154
124,BLAST OF SILENCE,"Swift, brutal, and black-hearted, Allen Baron''s New York City noirBlast of Silenceis a sensational surprise. This low-budget, carefully crafted portrait of a hit man on assignment in Manhattan during Christmastime follows its stripped-down narrative with mechanical precision, yet also with an eye and ear for the oddball idiosyncrasies of urban living and the imposing beauty of the city. At once visually ragged and artfully composed, and featuring rough, poetic narration performed by Lionel Stander,Blast of Silenceis a stylish triumph.",Allen Baron,United States,1961,English,https://s3.amazonaws.com/criterion-production/films/2817715fcf9440573782a4174f23ab80/bKDtbQOKDfNuRMNeMHo5iM9rOKZXZ1_large.jpg,0054687
126,BLITHE SPIRIT,"Blithe Spirit,David Lean’s delightful film version of Noël Coward’s theater sensation (onstage, it broke London box-office records before hitting Broadway), stars Rex Harrison as a novelist who cheekily invites a medium (Margaret Rutherford) to his house to conduct a séance, hoping the experience will inspire a book he’s working on. Things go decidedly not as planned when she summons the spirit of his dead first wife (Kay Hammond), a severe inconvenience for his current one (Constance Cummings). Employing Oscar-winning special effects to spruce up Coward’s theatrical farce,Blithe Spiritis a sprightly supernatural comedy with winning performances.",David Lean,United Kingdom,1945,English,https://s3.amazonaws.com/criterion-production/films/700cdf843d9e0b61059e89897e49f240/n5pDONxrIiOlyCJR7T6elIdkBhiMHv_large.jpg,10334148
127,THE BLOB,"A cult classic of gooey greatness,The Blobfollows the havoc wreaked on a small town by an outer-space monster with neither soul nor vertebrae, with Steve McQueen playing the rebel teen who tries to warn the residents about the jellylike invader. Strong performances and ingenious special effects helpThe Blobtranscend the schlock sci-fi and youth delinquency genres from which it originates. Made outside of Hollywood by a maverick film distributor and a crew whose credits mostly comprised religious and educational shorts,The Blobhelped launch the careers of McQueen and composer Burt Bacharach, whose bouncy title song is just one of this film’s many unexpected pleasures.",Irvin S. Yeaworth Jr.,United States,1958,English,https://s3.amazonaws.com/criterion-production/films/6790c92a200a349fa2918b59929a5b7c/SxJFUmRYI29BBqY4Im7uNTWIYo2pJi_large.jpg,0094761
128,BLONDE VENUS,"Josef von Sternberg returned Marlene Dietrich to the stage inBlonde Venus,both a glittering spectacle and a sweeping melodrama about motherly devotion. Unfolding episodically, the film tells the story of Helen (Dietrich), once a German chanteuse, now an American housewife, who resurrects her stage career after her husband (Herbert Marshall) falls ill; she then becomes the mistress of a millionaire (Cary Grant), in a slide from loving martyr to dishonored woman. Despite production difficulties courtesy of the Hays Office, the director’s baroque visual style shines, as do one of the most memorable musical numbers in all of cinema and a parade of visionary costumes by von Sternberg and Dietrich’s longtime collaborator Travis Banton.",Josef von Sternberg,United States,1932,English,https://s3.amazonaws.com/criterion-production/films/e72edae1881cd021ea9c3579f0bb9d7c/ohVjTK8VVEV4l9dlUcK4rWzNBl6MHM_large.jpg,0022698
130,THE BLOOD OF A POET,"“Poets . . . shed not only the red blood of their hearts but the white blood of their souls,” proclaimed Jean Cocteau of his groundbreaking first film—an exploration of the plight of the artist, the power of metaphor and the relationship between art and dreams. One of cinema’s great experiments, this first installment of the Orphic Trilogy stretches the medium to its limits in an effort to capture the poet’s obsession with the struggle between the forces of life and death. Criterion is proud to presentThe Blood of a Poet(Le sang d’un poète).",Jean Cocteau,France,1930,French,https://s3.amazonaws.com/criterion-production/films/78dbc13dacd60844f2dac8f0be2121e0/NT6vslkDSjARnQQ4SA05eTZVGuDCoR_large.jpg,0021331
131,BLOOD SIMPLE,"Joel and Ethan Coen’s career-long darkly comic road trip through misfit America began with this razor-sharp, hard-boiled neonoir set somewhere in Texas, where a sleazy bar owner releases a torrent of violence with one murderous thought. Actor M. Emmet Walsh looms over the proceedings as a slippery private eye with a yellow suit, a cowboy hat, and no moral compass, and Frances McDormand’s cunning debut performance set her on the road to stardom. The tight scripting and inventive style that have marked the Coens’ work for decades are all here in their first film, in which cinematographer Barry Sonnenfeld abandons black-and-white chiaroscuro for neon signs and jukebox colors that combine with Carter Burwell’s haunting score to lurid and thrilling effect. Blending elements from pulp fiction and low-budget horror flicks,Blood Simplereinvented the film noir for a new generation, marking the arrival of a filmmaking ensemble that would transform the American independent cinema scene.",Joel Coen,United States,1984,English,https://s3.amazonaws.com/criterion-production/films/587c8a3258addd59d3aa60ab4ab9e56b/zsEuDiXVAiOpAnXK08QtV7PfqZGbfX_large.jpg,0086979
132,BLOOD WEDDING,"Carlos Saura began what would become his trilogy with this depiction of a single dress rehearsal for choreographer Antonio Gades’s adaptation of poet/playwright Federico García Lorca’s tale of passionate revenge. No mere recording of a ballet,Bodas de sangre(Blood Wedding) uses gripping camerawork and heart-pounding rhythmic editing to evoke the experience of moving with the dancers every step of the way.",Carlos Saura,Spain,1981,Spanish,https://s3.amazonaws.com/criterion-production/films/38c9c9a7eb37bca73138c1b6b16440ac/mWqud275ypKf1ZYGAf4Y902PXK5jVF_large.jpg,0082088
133,BLOW OUT,"In the enthrallingBlow Out,brilliantly crafted by Brian De Palma, John Travolta gives one of his greatest performances, as a movie sound-effects man who believes he has accidentally recorded a political assassination. He enlists the help of a possible eyewitness to the crime (Carrie’s Nancy Allen), who may be in danger herself, to uncover the truth. With its jolting stylistic flourishes, intricate plot, profoundly felt characterizations, and gritty evocation of early-1980s Philadelphia,Blow Outis an American paranoia thriller unlike any other, as well as a devilish reflection on moviemaking.",Brian  De Palma,United States,1981,English,https://s3.amazonaws.com/criterion-production/films/b2bb5976af7cadce150efc34535ee8eb/rWqt8eIuJvh8LS4tAQYKV6gOl4bnHs_large.jpg,0082085
134,BLOW-UP,"In 1966, Michelangelo Antonioni transplanted his existentialist ennui to the streets of swinging London for this international sensation, the Italian filmmaker’s first English-language feature. A countercultural masterpiece about the act of seeing and the art of image making,Blow-Uptakes the form of a psychological mystery, starring David Hemmings as a fashion photographer who unknowingly captures a death on film after following two lovers in a park. Antonioni’s meticulous aesthetic control and intoxicating color palette breathe life into every frame, and the jazzy sounds of Herbie Hancock, a beautifully evasive performance by Vanessa Redgrave, and a cameo by the Yardbirds make the film a transporting time capsule from a bygone era.Blow-Upis a seductive immersion into creative passion, and a brilliant film by one of cinema’s greatest artists.",Michelangelo Antonioni,United Kingdom,1966,English,https://s3.amazonaws.com/criterion-production/films/83e5df1cf7966e4e5392de109198023c/vmS4CDfnJ0R6Qu3O4P0ud3FMrjlc29_large.jpg,0060176
135,BLUE IS THE WARMEST COLOR,"The colorful, electrifying romance that took the Cannes Film Festival by storm courageously dives into a young woman’s experiences of first love and sexual awakening.Blue Is the Warmest Colorstars the remarkable newcomer Adèle Exarchopoulos as a high schooler who, much to her own surprise, plunges into a thrilling relationship with a female twentysomething art student, played by Léa Seydoux. Directed by Abdellatif Kechiche, this finely detailed, intimate epic sensitively renders the erotic abandon of youth. It has captivated international audiences and been widely embraced as a defining love story for the new century.",Abdellatif Kechiche,France,2013,French,https://s3.amazonaws.com/criterion-production/films/cf7a0bd6154a08f0fc96f39614f26a1d/5CpWQem6whxET2wUElTZut0gXQ1PQo_large.jpg,2278871
